区域,城市,年份,文件类型,支出类别,匹配关键词,原文片段,金额（万元）,页码,文件名
东部,济南,2022,财政决算报告,human,就业,稳就业保就业方面，安排25.6亿元，落实稳岗,256000.0,,济南市2022年决算.txt
东部,济南,2022,财政决算报告,human,教育,项资金220.5亿元，支持基础教育向优质均衡发展，推进职业教,2205000.0,,济南市2022年决算.txt
东部,济南,2022,财政决算报告,human,医疗,医疗卫生方面，投入120.84亿元，加,1208400.0,,济南市2022年决算.txt
东部,济南,2022,财政决算报告,human,养老,社会保障方面，拨付36.39亿元，保障城乡居民基本养老保险待遇正常发放，支持养老服务,363900.0,,济南市2022年决算.txt
东部,济南,2022,财政决算报告,physical,工业,筹措资金9.23亿元，落实工业扶持发展专项“免申即享”项目,92300.0,,济南市2022年决算.txt
东部,济南,2022,财政决算报告,human,人才,拨付资金3.14亿元，支持人才强省会战略，,31400.0,,济南市2022年决算.txt
东部,济南,2022,财政决算报告,human,消费券,落实促进消费政策，安排惠民消费券资金4800万元，,4800.0,,济南市2022年决算.txt
东部,济南,2022,财政决算报告,human,高校,安排资金5.99亿元，落实高校毕业生补助、就业,59900.0,,济南市2022年决算.txt
东部,济南,2022,财政决算报告,human,服务,资金9.26亿元，支持计划生育扶助托育服务建设，推进城市公,92600.0,,济南市2022年决算.txt
东部,济南,2023,财政决算报告,physical,市政,全市政府性基金当年支出952.69亿元，较上年,9526900.0,,济南市2023年决算.txt
东部,济南,2023,财政决算报告,human,应急,2023年市级预算安排预备费共计10.67亿元，支出3.73亿元，主要用于地质灾害治理、小麦条锈病应急防治等，结余6.94亿元，按规定转入预算稳定调节基金,106700.0,,济南市2023年决算.txt
东部,济南,2023,财政决算报告,human,社保,社保基金预算支出196.04亿元，完成年初预算的46.17%，较去,1960400.0,,济南市2023年决算.txt
东部,济南,2024,财政决算报告,human,社保,社保基金预算支出215.01亿元，完成年初预算的49.77%，较去,2150100.0,,济南市2024决算.txt
东部,济南,2024,财政决算报告,physical,建设,480.82亿元，其中：用于项目建设额度459.8亿元、用于补充,4598000.0,,济南市2024决算.txt
东部,济南,2024,财政决算报告,physical,市政,全市政府性基金预算当年支出959.36亿元，较,9593600.0,,济南市2024决算.txt
东部,济南,2024,财政决算报告,human,应急,2024年市级预算安排预备费共计13.44亿元，支出2.2亿元，主要用于消防应急救援等，结余11.24亿元，按规定转入预,134400.0,,济南市2024决算.txt
东部,济南,2024,财政决算报告,human,低保,投入15.27亿元，将2024年全市城乡低保基本生活保障标准分别提高到每,152700.0,,济南市2024决算.txt
东部,济南,2024,财政决算报告,human,社保,社保基金预算支出215.01亿元，完成年初预算的49.77%，较去,2150100.0,,济南市2024决算.txt
东部,济南,2024,财政决算报告,physical,建设,480.82亿元，其中：用于项目建设额度459.8亿元、用于补充,4598000.0,,济南市2024决算.txt
东部,济南,2024,财政决算报告,human,救助,救助补助资金8.8亿元，用于城乡低保、特困人员供养、重点困,88000.0,,济南市2024决算.txt
东部,济南,2025,财政预算报告,human,预备费,市级预算安排预备费13.44亿元，支出2.2亿元，主要用,134400.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,physical,工业,投入75.09亿元，落实工业强市扶持,750900.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,创新,投入35.63亿元，推进区域创新中心创建，支持中科院济,356300.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,physical,基础设施建设,市级投入16.98亿元，加强数字基础设施建设，推动云,169800.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,人才,坚持“以财助才”，市级安排资金15亿元，为人才政,150000.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,补贴,付各级各类财政补贴资金3.21亿元，确保政府性担保机构良性,32100.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,physical,乡村振兴,支持乡村振兴示范县名单，获得省级奖补资金500万元,500.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,就业,在促进就业方面，投入16.6亿元，支持实施新扩岗政策，发放,166000.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,教育,建设方面，投入258亿元，办好人民满意教育，重点支持山东大,2580000.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,健康,在健康服务方面，投入130.93亿元，完成在校7,1309300.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,救助,在困难救助方面，投入15.27亿元，2024年全市城乡低保基本生活保障标准提高到每月1114元、884元，特困供养生活保障标准提高到每月1492元、1356元，惠及困难群众4.5万余人,152700.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,保险,社会保险基金预算支出安排432亿元,4320000.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,physical,项目支出,点项目支出1035.27亿元,10352700.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,physical,基础设施建设,——统筹安排111.92亿元，推动交通基础设施建设维护及,1119200.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,physical,土地,——统筹安排334.51亿元，用于推动重点片区开发土地熟,3345100.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,教育,2.统筹安排107.04亿元，支持科技、教育、人才协同融合,1070400.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,创新,——统筹安排27.32亿元，提升科技创新策源能力，重点支,273200.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,教育,——统筹安排63亿元，完善高质量教育体系，重点支持空,630000.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,人才,——统筹安排16.72亿元，优化高品质人才发展生态，重点,167200.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,physical,建设,3.统筹安排180.3亿元，培育市场主体，建设高质量产业,1803000.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,physical,工业,——统筹安排118亿元，支持各类政策兑现，支持工业强市、,1180000.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,就业,——统筹安排6.8亿元，落实各项就业补助政策，扎实做好,68000.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,养老,——统筹安排120.12亿元，将城乡居民基本养老保险政府,1201200.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,文化,——统筹安排6.17亿元，加快提升文化软实力，大力支持,61700.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,保障,——统筹安排18.69亿元，保障执法办案、国防动员等工作,186900.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,physical,城乡,5.统筹安排91.43亿元，提升城市功能品质，促进城乡协调,914300.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,physical,城市,——统筹安排35.63亿元，加强城市精细管理，提升城市建,356300.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,physical,乡村振兴,——统筹安排40.8亿元，落实乡村振兴工作，支持创建泉,408000.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,保障,——统筹安排15亿元，用于县级基本财力保障及均衡性转,150000.0,,济南市2025预算.txt
东部,济南,2025,财政预算报告,human,预备费,6.安排预备费12亿元，在预算执行中用于当年出现的自然,120000.0,,济南市2025预算.txt
东部,深圳,2021,财政决算报告,human,服务,（1）一般公共服务支出134.7亿元，该科目主要反映政府提供一般公共服务的支出,1347000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,教育,（3）教育支出300.3亿元，该科目主要反映教育行政机关、高校、市属中小学等教育部门的经费支出，以及用于教育领域的相关支出,3003000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,研发,（4）科学技术支出271.8亿元，该科目主要反映用于科学技术、技术研发、科学普及等领域及行业主管部门的经费支出,2718000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,文化,（5）文化旅游体育与传媒支出35.3亿元，该科目主要反映用于文化、文物、体育、广播影视、新闻出版领域及行业主管部门的经费支出,353000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,就业,（6）社会保障和就业支出125.3亿元，该科目主要反映政府在社会保障和就业方面的支出,1253000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,医疗,（7）卫生健康支出256.5亿元，该科目主要反映用于公立医院、公共卫生、医疗保障和计划生育等领域及行业主管部门的经费支出,2565000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,节能环保支出,（8）节能环保支出131.7亿元，该科目主要反映用于节能减排、环境保护等领域及行业主管部门的经费支出,1317000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,卫生,（9）城乡社区支出134亿元，该科目主要反映用于城乡社区管理、公共设施、环境卫生、工程建设等领域及行业主管部门的经费支出,1340000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,水利,（10）农林水支出53.1亿元，该科目主要反映用于农业、林业、水利等领域及行业主管部门的经费支出,531000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,经费支出,（11）交通运输支出163.6亿元，该科目主要反映用于公路水路、铁路运输、航空运输等领域及行业主管部门的经费支出,1636000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,资源勘探工业信息等支出,（12）资源勘探工业信息等支出105.7亿元，该科目主要反映用于制造业、信息化行业、安全生产、国资监管等领域及行业主管部门的经费支出,1057000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,服务,（13）商业服务业等支出60.5亿元，该科目主要反映用于商业流通、对外贸易等领域及行业主管部门的经费支出,605000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,金融支出,（14）金融支出5.1亿元，该科目主要反映用于金融监管、金融业发展等领域及行业主管部门的支出,51000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,援助其他地区支出,（15）援助其他地区支出49.4亿元，该科目反映用于对口支援其他地区的支出,494000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,自然资源海洋气象等支出,（16）自然资源海洋气象等支出19.7亿元，该科目主要反映用于国土、海洋、地震、气象等领域及行业主管部门的经费支出,197000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,保障,（17）住房保障支出63.9亿元，该科目主要反映用于保障性安居工程、住房改革等领域及行业主管部门的经费支出,639000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,粮油物资储备,（18）粮油物资储备支出8.3亿元，该科目主要反映用于粮油、物资、能源、重要商品储备的经费支出,83000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,应急,（19）灾害防治及应急管理支出7.8亿元，该科目反映政府用于自然灾害防治、安全生产监管及应急管理等方面的支出,78000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,补助,（22）各项转移性支出1697亿元，主要包括：①补助各区（新区、深汕特别合作区）支出529.9亿元,16970000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,预备费,2021年本级预备费预算60亿元，实际支出41.5亿元（已列入相关支出科目决算数）,600000.0,,深圳市2021决算.txt
东部,深圳,2021,财政决算报告,human,社保,社保基金支出592.9亿元,5929000.0,,深圳市2021决算.txt
东部,深圳,2022,财政决算报告,human,博物馆,二是加快推进国深博物馆、深圳博物馆等建设，博物馆支出增加5亿元,50000.0,,深圳市2022决算文件-修正格式.txt
东部,深圳,2022,财政决算报告,physical,建设,变动的主要原因是推进妈湾跨海通道（月亮湾大道—沿江高速）工程、深圳至中山跨江通道等项目建设，以及促进民航业加快恢复，提升航空运力和机场集货能力，交通运输支出增加7.6亿元,76000.0,,深圳市2022决算文件-修正格式.txt
东部,深圳,2022,财政决算报告,human,补贴,二是落实我市进一步帮助市场主体纾困解难若干措施，对企业和个体工商户2022年4—5月应缴交的电费给予10%的补贴，其他资源勘探工业信息等支出增加17亿元,170000.0,,深圳市2022决算文件-修正格式.txt
东部,深圳,2022,财政决算报告,physical,建设,三是安排支持宝安新桥东项目、坪山高新产业园等重点园区建设经费15亿元,150000.0,,深圳市2022决算文件-修正格式.txt
东部,深圳,2022,财政决算报告,human,补助,①补助各区（新区、深汕特别合作区）支出1046.3亿元,10463000.0,,深圳市2022决算文件-修正格式.txt
东部,深圳,2022,财政决算报告,physical,直达资金,三是用好中央和省直达资金资源，全市收到直达资金144.8亿元、支出144.4亿元，支出进度99.8%，惠及企业8600多家、惠及群众近310万人，有力支持基层兜牢“三保”底线,1448000.0,,深圳市2022决算文件-修正格式.txt
东部,深圳,2023,财政决算报告,human,教育,其中教育、卫生健康和节能环保等九大类民生支出3303.4亿元，占财政支出的比重达65.9%,33034000.0,,深圳市2023决算-修正格式.txt
东部,深圳,2023,财政决算报告,human,教育,全市教育、卫生等九大类民生支出3303.4亿元，占财政支出比重达到65.9%,33034000.0,,深圳市2023决算-修正格式.txt
东部,深圳,2023,财政决算报告,human,教育,推动教育事业迈上新台阶，全市教育支出1001.4亿元、首次突破千亿元,10014000.0,,深圳市2023决算-修正格式.txt
东部,深圳,2023,财政决算报告,human,医疗,完善高水平医疗卫生服务体系，全市卫生健康支出619.4亿元，丰富优质医疗资源供给，提升基层卫生健康服务能力，强化公立医院财政投入绩效考核应用，推动公立医院高质量发展,6194000.0,,深圳市2023决算-修正格式.txt
东部,深圳,2023,财政决算报告,human,养老,织牢织密社会保障网，全市社会保障和就业支出303.9亿元，支持提高最低生活保障标准，出台普惠托育财政补贴政策，支持劳动者提技赋能，加快养老服务体系建设,3039000.0,,深圳市2023决算-修正格式.txt
东部,深圳,2024,财政预算报告,physical,直达资金,争取中央和省直达资金226.3亿元、支出进度99.6%，惠及2.1万家企业和336.5万名群众,2263000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,教育,全市教育、卫生等九大类民生支出3310亿元，占财政支出比重达到66%,33100000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,教育,全市教育支出1001.5亿元、首次突破千亿元，构建“义务教育投入足额保障、非义务教育成本合理分担、规范鼓励支持社会力量投资办学”格局，新增基础教育学位20.7万个，新改扩建一批幼儿园和中小学,10015000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,医疗,全市卫生健康支出619.1亿元，丰富优质医疗资源供给，提升基层卫生健康服务能力，强化公立医院财政投入绩效考核应用，推动公立医院高质量发展,6191000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,养老,全市社会保障和就业支出303.6亿元，支持提高最低生活保障标准，出台普惠托育财政补贴政策，支持劳动者提技赋能，加快养老服务体系建设,3036000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,文化,全市文化旅游体育与传媒支出127.5亿元，推动新增公共文化设施面积21万平方米、体育场地面积150万平方米，“开放共享、一键预约”体育场馆累计达1930所，全年接待游客1.7亿人次,1275000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,教育,全市安排教育支出1033.7亿元，实现“两个只增不减”，推动健全教育“四个体系”，优化教育经费投入机制，鼓励社会力量投资办学，加强高素质师资队伍建设，培养引进一批名师名校长，逐步配齐配强教研员队伍，深化教育评价改革，开展区域教育高质量发展监测试点,10337000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,文化,全市安排文化旅游体育与传媒支出77.4亿元，加快深圳湾文化广场、深圳歌剧院、深圳自然博物馆、深圳科技馆新馆、深圳书城湾区城等重大文化设施建设,774000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,医疗,全市安排卫生健康支出440.9亿元，深化卫生健康领域财政投入改革，协同推进公共卫生服务体系、医疗服务体系、医疗保障体系、药品供应保障体系“四个体系”建设，促进医疗、医保、医药、医教协调联动，全力补短板、提质量、促均衡，探索完善基本医疗服务补助等公立医院投入机制，推动医疗卫生事业高质量发展,4409000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,养老,全市安排社会保障和就业支出325.1亿元，扩大普惠养老托育服务供给,3251000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,人才,坚持科技是第一生产力、人才是第一资源、创新是第一动力，加强基础研究、应用基础研究和前沿研究，强化企业科技创新主体地位，全市安排科学技术支出364.1亿元，加快建设具有全球重要影响力的产业科技创新中心和粤港澳大湾区高水平人才高地，全方位打造创新之城,3641000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,创新,市财政安排平台载体经费92.6亿元，加快建设具有全球重要影响力的产业科技创新中心，抢抓《河套深港科技创新合作区深圳园区发展规划》发布的重大战略机遇，出台配套落实文件,926000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,科技,市财政安排技术攻关经费48.1亿元，围绕“卡脖子”技术清单组织实施科技重大专项，探索实施项目经理人制改革，组织实施原创性引领性科技项目，启动若干项未来技术培育专项,481000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,创新,市财政安排支持企业创新经费35.5亿元，优化企业研发资助管理方式，支持成长性高新技术企业研发投入，进一步撬动企业R&D投入,355000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,人才,市财政安排人才类经费81.5亿元，推动进一步形成高端科创人才集聚效应和人才国际竞争的比较优势,815000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,服务,全市安排产业类支出264.6亿元，聚焦“三化三性一力”（具有智能化、绿色化、融合化特征和符合完整性、先进性、安全性要求，具有国际竞争力和深圳特点的现代化产业体系），推进新型工业化，构建优质高效的服务业新体系，培育发展新质生产力，加快发展新业态新模式，加快建设具有深圳特点和优势的现代化产业体系,2646000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,资源勘探工业信息等支出,全市安排资源勘探工业信息等支出189.0亿元，支持制造业瞄准高端高质高新向上突围，巩固我市工业总产值和增加值“双第一”的领先优势,1890000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,服务,全市安排商业服务业和金融支出75.6亿元，引导生产性服务业向专业化、高端化延伸，生活性服务业向多样化、高品质升级,756000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,节能环保支出,全市安排节能环保支出172.8亿元，全力支持打造美丽中国深圳样板,1728000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,physical,建设,全市安排交通运输支出176.8亿元，加快建设具有全球重要影响力的物流中心,1768000.0,,深圳市2024年预算.txt
东部,深圳,2024,财政预算报告,human,公共安全,全市安排公共安全支出277.4亿元，支持完善公共安全和应急保障体系,2774000.0,,深圳市2024年预算.txt
东部,深圳,2025,财政预算报告,physical,直达资金,移支付资金569.7亿元，其中直达资金52.5亿元，充分发挥惠,5697000.0,,深圳市2025预算.txt
东部,深圳,2025,财政预算报告,human,医疗,域经费394.2亿元，实施医疗卫生强基工程，深化以公益性为导,3942000.0,,深圳市2025预算.txt
东部,深圳,2025,财政预算报告,human,就业,全市安排社会保障和就业经费266亿元，发展社区支持的居家养,2660000.0,,深圳市2025预算.txt
东部,深圳,2025,财政预算报告,human,文化,全市安排文化旅游体育与传媒经费97.3亿元，推动优质文化资源,973000.0,,深圳市2025预算.txt
东部,深圳,2025,财政预算报告,human,基础研究,全市安排科学技术经费382.5亿元，加强基础研究和关键核,3825000.0,,深圳市2025预算.txt
东部,深圳,2025,财政预算报告,physical,产业,全市安排产业经费236.3亿元，大力发展新质生产力，开展,2363000.0,,深圳市2025预算.txt
东部,深圳,2025,财政预算报告,human,保障,急管理经费46.3亿元，健全重大突发公共事件处置保障体系，强,463000.0,,深圳市2025预算.txt
东部,深圳,2025,财政预算报告,human,服务,治理智能化应用资金14.6亿元，推动政务服务企业服务更加智能,146000.0,,深圳市2025预算.txt
东部,苏州,2021,财政决算报告,physical,园区,算支出2688039万元（其中：园区本级2479093万元，苏相合作,2688039.0,,苏州市2021决算.txt
东部,苏州,2021,财政决算报告,physical,园区,2021年园区国有资本经营预算当年收支结余27047万元，加,27047.0,,苏州市2021决算.txt
东部,苏州,2021,财政决算报告,human,保险,2021年园区社会保险基金预算支出150699万元，同口径下,150699.0,,苏州市2021决算.txt
东部,苏州,2021,财政决算报告,human,保险,园区社会保险基金预算当年收支总量相抵，结余47411万元,47411.0,,苏州市2021决算.txt
东部,苏州,2021,财政决算报告,human,预备费,市级预备费2021年年初预算70000万元，当年使用42723万元,70000.0,,苏州市2021决算.txt
东部,苏州,2021,财政决算报告,human,预备费,园区预备费2021年年初预算50000万元，当年使用45051万元,50000.0,,苏州市2021决算.txt
东部,苏州,2021,财政决算报告,human,绩效,对185个项目开展绩效再评价，涉及财政资金86.3亿元,863000.0,,苏州市2021决算.txt
东部,苏州,2021,财政决算报告,human,先行启动区,示范区先行启动区财政专项资金办法，市级财政三年预算安排50亿元，支持示范区吴江片区建设,500000.0,,苏州市2021决算.txt
东部,苏州,2021,财政决算报告,human,培训,职业技能提升行动资金，全市累计发放7.6亿元，培训106.2万人,76000.0,,苏州市2021决算.txt
东部,苏州,2022,财政决算报告,physical,园区,2022年园区国有资本经营预算当年收支结余9.38亿元，加上,93800.0,,苏州市2022决算.txt
东部,苏州,2022,财政决算报告,human,预备费,市级预备费预算7亿元，当年使用3.77亿元,70000.0,,苏州市2022决算.txt
东部,苏州,2022,财政决算报告,human,预备费,园区预备费预算4亿元，当年使用3.95亿元,40000.0,,苏州市2022决算.txt
东部,苏州,2022,财政决算报告,human,绩效,资金560.54亿元，并对所有项目开展绩效运行监控和绩效自评价，,5605400.0,,苏州市2022决算.txt
东部,苏州,2022,财政决算报告,human,绩效,算资金375.73亿元，并对所有项目开展绩效运行监控和绩效自,3757300.0,,苏州市2022决算.txt
东部,苏州,2023,财政预算报告,human,绩效,标，涉及预算资金5605371万元，并对所有项目开展绩效运行,5605371.0,,苏州市2023预算.txt
东部,苏州,2023,财政预算报告,human,绩效,标，涉及预算资金3757273万元，并对所有项目开展绩效运行,3757273.0,,苏州市2023预算.txt
东部,苏州,2023,财政预算报告,human,补助,累计发放稳岗返还资金、一次性扩岗补助14.2亿元，惠,142000.0,,苏州市2023预算.txt
东部,苏州,2024,财政决算报告,human,预备费,市级预备费预算7亿元，当年使用4.5亿元，主要用于落实,70000.0,,苏州市2024决算.txt
东部,苏州,2024,财政决算报告,human,预备费,园区预备费预算4.2亿元，当年使用2.9亿元，主要用于公办,42000.0,,苏州市2024决算.txt
东部,苏州,2024,财政决算报告,human,社区,幼儿园安全隐患改造、城市社区微型消防站建设等支出，结余1.3亿元收回,13000.0,,苏州市2024决算.txt
东部,苏州,2024,财政决算报告,human,绩效,资金512.6亿元，并对所有项目开展绩效运行监控和绩效自评价,5126000.0,,苏州市2024决算.txt
东部,苏州,2024,财政决算报告,human,绩效,资金442.7亿元，并对所有项目开展绩效运行监控和绩效自评价,4427000.0,,苏州市2024决算.txt
东部,苏州,2025,财政预算报告,human,绩效,对4355个项目和352个部门整体支出编制绩效目标，涉及预算资金512.6亿元,5126000.0,,苏州市2025预算.txt
东部,苏州,2025,财政预算报告,human,绩效,财政部门选取7个城市运转类项目组织开展成本预算绩效分析，通过分析，压减财政资金0.6亿元，压减率达12.2%，分析结果为预算安排提供参考,6000.0,,苏州市2025预算.txt
东部,苏州,2025,财政预算报告,human,绩效,对1897个项目和181个部门整体支出编制绩效目标，涉及预算资金512.4亿元,5124000.0,,苏州市2025预算.txt
中部,合肥,2021,财政决算报告,human,保障,的项目资金16.3亿元，统筹保障各类重点支出需求,163000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,physical,产业,配套细则，当年市本级支出122.5亿元促进产业加快发展，其中,1225000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,physical,产业,拨付49.9亿元支持29个重大产业项目，带动项目投资2200亿元、,499000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,就业,社会保障和就业支出81.2亿元，为预算的61.2%，主要用于,812000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,保险,老保险基金财政补助17.6亿元、低保特困等救助支出10.1亿元、,101000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,卫生,卫生健康支出68.5亿元，为预算的72.1%，主要用于基本医,685000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,节能环保支出,节能环保支出39.8亿元，为预算的74.8%，主要用于新能源,398000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,补贴,汽车推广应用补贴25.5亿元，水体污染防治4亿元,255000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,资源勘探工业信息等支出,资源勘探工业信息等支出27.3亿元，为预算的63.6%，主要,273000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,制造业,用于兑现先进制造业等产业扶持政策资金9.2亿元，支持产投集,92000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,服务,商业服务业等支出11亿元，为预算的68.6%，主要用于兑现,110000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,教育,其他科目中，教育支出120.3亿元，为预算的55.7%,1203000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,社区,城乡社区支出112亿元，,1120000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,金融支出,金融支出8.7亿元，为预算的52.1%,87000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,新能源汽车,保”底线，新能源汽车推广应用政策资金较上年同期增加18.1亿元，以及新增山水林田湖草沙专项资金9.5亿元等,181000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,保险,上半年，全市社会保险基金预算支出完成107.8亿元，为预,1078000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,physical,水电,上半年全市兑现产业政策支出121.9亿元，房租水电减免2.7亿元,1219000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,医院,统筹资金17.4亿元，支持方舱医院加快建设、隔离,174000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,养老,支出3.3亿元实施养老服务和智慧养老民生实事，,33000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,救助,社会救助支出11.1亿元，城市和农村低保,111000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,就业,拨付14.2亿元落实就业政策，定向支持批发零售住宿餐饮及旅游,142000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,教育,教育支出120.3亿元，足额保障教师待遇、,1203000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,学校,学校运转，市本级投入17.2亿元支持县（市）区学校建设，上半,172000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,保障,年已完工中小学26所、幼儿园46所，投入12.5亿元保障六中菱,125000.0,,1合肥市2021决算.txt
中部,合肥,2021,财政决算报告,human,科学,谷发展，拨付18.1亿元支持综合性国家科学中心项目、3亿元支,181000.0,,1合肥市2021决算.txt
中部,合肥,2022,财政决算报告,physical,项目支出,增项目支出104亿元，主要包括新增支持县区支出37.7亿元、产,1040000.0,,2合肥市2022决算.txt
中部,合肥,2022,财政决算报告,human,疫情防控,业政策兑现17.2亿元、市本级疫情防控支出13.6亿元、科农行,136000.0,,2合肥市2022决算.txt
中部,合肥,2022,财政决算报告,human,教育,股权收购资金9.9亿元、大建设项目资金9亿元、教育支出8.9亿元等,99000.0,,2合肥市2022决算.txt
中部,合肥,2022,财政决算报告,physical,建设,建设项目资金、追加62.5亿元结算区级土地出让收益资金,625000.0,,2合肥市2022决算.txt
中部,合肥,2022,财政决算报告,human,补贴,“见保即补”兑现保费补贴1.1亿元，撬动担保融资111亿元，惠及2993户企业,11000.0,,2合肥市2022决算.txt
中部,合肥,2022,财政决算报告,human,教育,教育支出126亿元，为预算的54.4%，主要用于中小学、幼,1260000.0,,2合肥市2022决算.txt
中部,合肥,2022,财政决算报告,human,就业,社会保障和就业支出92.6亿元，为预算的67.3%，主要用于,926000.0,,2合肥市2022决算.txt
中部,合肥,2022,财政决算报告,human,养老,机关事业单位养老支出40.6亿元、城乡居民基本养老保险基金财,406000.0,,2合肥市2022决算.txt
